"Dewey classification","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Title","Variant titles","Series title","Number within series","Country of publication","Place of creation/publication","Publisher","Date of creation/publication","Edition","Physical description","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"820.9355","012369283","Monograph","Language material ; Text","Volume","","","9780761811978","Waterman, David F.","","person","","Waterman, David F. [person]","Disordered bodies and disrupted borders : representations of resistance in modern British literature","","","","United States of America","Lanham, Maryland","America ; University Press","1998","","","m00/30739","Schreiner, Olive, 1855-1920 ; Sex in literature ; English literature--20th century--History and criticism ; Body, Human, in literature ; Race in literature ; Orwell, George, 1903-1950 ; Protest literature, English--History and criticism ; Literature and society--Ireland--History--20th century ; Government, Resistance to, in literature ; Social problems in literature ; Literature and society--Great Britain--History--20th century","","English","",""
"820.9355","012667629","Monograph","Language material ; Text","Volume","GBA209879","","9780813920696 ; 9780813920702","Schweizer, Bernard","1962-","person","","Schweizer, Bernard, 1962- [person]","Radicals on the road : the politics of English travel writing in the 1930s","","","","England","Charlottesville ; London","University Press ; Virginia","2001","","xii, 216 pages, 24 cm","YC.2002.a.1544","Orwell, George, 1903-1950--Political and social views ; Travelers' writings, English--History and criticism ; Waugh, Evelyn, 1903-1966--Political and social views ; Politics and literature--Great Britain--History--20th century ; British--Foreign countries--History--20th century ; Radicalism--Great Britain--History--20th century ; West, Rebecca, 1892-1983--Political and social views ; English prose literature--20th century--History and criticism ; Greene, Graham, 1904-1991--Political and social views","","English","",""
"820.9355","013203807","Monograph","Language material ; Text","Volume","GBA556347","","9780802038883","Breton, Rob","1965-","person","","Breton, Rob, 1965- [person]","Gospels and grit : work and labour in Carlyle, Conrad and Orwell","","","","Canada ; England","London ; Toronto","University of Toronto Press","2005","","246 pages, 24 cm","YC.2006.a.5656 ; m05/.26149","Conrad, Joseph, 1857-1924--Criticism and interpretation ; Work in literature ; Orwell, George, 1903-1950--Criticism and interpretation ; Carlyle, Thomas, 1795-1881--Criticism and interpretation","","English","",""
"820.9358","010455258","Monograph","Language material ; Text","Volume","","","9780739102619 ; 9780739102626","Goldstein, Philip","","person","author","Goldstein, Philip, author [person]","Communities of cultural value : reception study, political differences, and literary history","","","","United States of America","Lanham, Maryland ; Lexington","","2001","","vii, 241 pages, 24 cm","m02/17944","Hurston, Zora Neale ; Orwell, George, 1903-1950 ; Politics and literature--Great Britain--History ; Shakespeare, William, 1564-1616 ; American literature--History and criticism--Theory, etc ; Multiculturalism--English-speaking countries ; Politics and literature--United States--History ; Austen, Jane, 1775-1817 ; English literature--History and criticism--Theory, etc ; Culture in literature ; Social values in literature","","English","",""
"820.93581","019055134","Monograph","Language material ; Text","Volume","GBB8H1891","","9781527511842","Biegajło, Bartłomiej","","person","author","Biegajło, Bartłomiej, author [person]","Totalitarian (in) experience in literary works and their translations : between east and west","","","","England","Newcastle upon Tyne","Cambridge Scholars","2018","","1 volume, 21 cm","","English literature--20th century--History and criticism ; Huxley, Aldous, 1894-1963--Criticism and interpretation ; Miłosz, Czesław--Criticism and interpretation ; Konwicki, Tadeusz--Criticism and interpretation ; Polish literature--Translations into English--History and criticism ; Polish literature--20th century--History and criticism ; Totalitarianism in literature ; English literature--Translations into Polish--History and criticism ; Orwell, George, 1903-1950--Criticism and interpretation","","English","",""
"821.8","012033291","Monograph","Language material ; Text","Volume","GB9490460","","9781853264054","Kipling, Rudyard","1865-1936","person","","Orwell, George, 1903-1950 [person] ; Kipling, Rudyard, 1865-1936 [person]","The works of Rudyard Kipling","Poems","The Wordsworth poetry library","","England","Ware","Wordsworth","1994","","xxviii, 844 pages, 20 cm","YC.2002.a.12757","English poetry","","English","bibliography: pxxviii. - Includes index",""
"822.912","007375586","Monograph","Language material ; Text","Volume","GB9325316","","9780435232917","Hall, Peter","1930-2017","person","","Mitchell, Adrian, 1932-2008 [person] ; Orwell, George, 1903-1950 [person] ; Peaslee, Richard [person] ; Hall, Peter, 1930-2017 [person]","The play of George Orwell's Animal Farm","Animal farm","","","England","Oxford","Heinemann","1985","","xiii, 143 pages, music, 21 cm","YK.1993.a.7767","English drama","","English","",""
"822.914","006950973","Monograph","Language material ; Text","Volume","GBA4Z1520","","9781854597892","Wooldridge, Ian","","person","","Orwell, George, 1903-1950 [person] ; Wooldridge, Ian [person]","George Orwell's Animal farm","Animal farm","","","England","London","Nick Hern","2006","","34 pages, 20 cm","YK.2007.a.4751","Livestock--Drama ; Farms--Drama ; Political corruption--Drama","Drama","English","",""
"822.914","011963890","Monograph","Language material ; Text","Volume","GB8540551","","9780413600608","Hall, Peter","1930-2017","person","","Mitchell, Adrian, 1932-2008 [person] ; Orwell, George, 1903-1950 [person] ; Peaslee, Richard [person] ; Hall, Peter, 1930-2017 [person]","George Orwell's Animal farm","Animal farm","Methuen young drama","","England","London","Methuen","1985","","59, 76 pages, music, 20 cm","X.439/13853","Drama in English--1945---Texts ; Musicals--Vocal scores with piano ; Musicals--Librettos","","English","",""
"822.92","013178205","Monograph","Language material ; Text","Volume","GBB120558","","","Cowie, Andrew","","person","","Cowie, Andrew [person] ; Orwell, George, 1903-1950 [person]","George Orwell's 1984","Nineteen eighty-four","","","England","Birmingham","Andrew Cowie","2005","","42 pages, illustrations, 30 cm","YK.2011.b.2763","English drama--21st century","","English","",""
"822.92","015324643","Monograph","Language material ; Text","Volume","GBB151333","","9781840029314","Cavendish, Dominic","","person","","Orwell, George, 1903-1950 [person] ; Cavendish, Dominic [person]","Orwell : a celebration","George Orwell","Oberon modern plays","","England","London","Oberon","2009","","80 pages, 21 cm","YC.2011.a.5887","Monologue","","English","'Adapted from the writings of George Orwell.' --Cover",""
"822.92","016113850","Monograph","Language material ; Text","Volume","GBB321649","","9781849432269 ; 9781849433495","Dunster, Matthew","","person","","Dunster, Matthew [person]","George Orwell's 1984","","Oberon modern plays","","England","London","Oberon","2012","","119 pages, 21 cm","YK.2013.a.2198","Totalitarianism--Drama ; London (England)--Drama ; Orwell, George, 1903-1950","Drama","English","",""
"822.92","016540382","Monograph","Language material ; Text","Volume","GBB619414","","9781783190614","Icke, Robert","","person","author","Orwell, George, 1903-1950 [person] ; Macmillan, Duncan, author [person] ; Icke, Robert, author [person]","1984","Nineteen eighty-four","Oberon modern plays","","England","London","Oberon","2013","","96 pages, 21 cm","YC.2015.a.15847","","","English","",""
"822.92","016645605","Monograph","Language material ; Text","Online resource (ebook)","GBB426858","","9781408161876 ; 9781408171585","Holman, Robert","1952-","person","author","Holman, Robert, 1952- [person] ; Holman, Robert, 1952-, author [person]","Rafts and dreams : &, Outside whale","Outside whale ; Plays. Selections","Modern plays","","England","London","Bloomsbury","2014","","1 online resource","ELD.DS.77332","Fantasy drama, English ; Biographical drama, English ; Orwell, George, 1903-1950--Drama","Drama","English","",""
"822.92","018510857","Monograph","Language material ; Text","Online resource","GBB7H2551","","9780718193645 ; 9781783195602","Icke, Robert","","person","","Macmillan, Duncan [person] ; Orwell, George, 1903-1950 [person] ; Icke, Robert [person]","1984","Nineteen eighty-four ; Ninteen eighty four","Oberon modern plays","","England","London","Oberon","2013","","1 online resource (170 pages)","ELD.DS.182838","England--London ; FICTION / Dystopian ; FICTION / Political ; Totalitarianism--Drama ; London (England)--Drama","Drama","English","",""
"822.92","018727471","Monograph","Language material ; Text","Online resource","GBB833496","","9781783195602","Icke, Robert","","person","author","Orwell, George, 1903-1950 [person] ; Macmillan, Duncan, author [person] ; Icke, Robert, author [person]","1984","Nineteen eighty-four","Oberon modern plays","","England","London","Oberon","2014","","1 online resource","ELD.DS.261334","Dystopian plays ; Totalitarianism ; Totalitarianism--Drama ; DRAMA--English, Irish, Scottish, Welsh","Drama","English","Originally published in 2013; reprinted in 2014",""
"823","015712573","Monograph","Language material ; Text","Volume","","","9788856824476","Manserra, Antonio","","person","","Manserra, Antonio [person]","La trilogia narrativa di George Orwell : un'analisi di A clergyman's daughter, Keep the aspidistra flyng e Coming up for air","","Critica letteraria e linguistica","74 [Critica letteraria e linguistica]","Italy","Milano","F. Angeli","2010","","159 pages, 23 cm","YD.2011.a.495","Orwell, George, 1903-1950","","Italian","",""
"823","018511526","Monograph","Language material ; Text","Online resource","GBB7H3077","","9781409028505","Taylor, D. J. (David John)","1960-","person","","Taylor, D. J. (David John), 1960- [person]","Orwell : the life","","","","England ; United Kingdom","London","Vintage Digital","2010","","1 online resource (496 pages)","ELD.DS.183507","Literature and society ; Politics and literature--England--History--20th century ; Literary studies: from c 1900 - ; Literature and society--England--History--20th century ; Journalists--Great Britain--Biography ; Authors, English ; Literary studies: fiction, novelists & prose writers ; Orwell, George, 1903-1950 ; Novelists, English--20th century--Biography ; Authors, English--20th century--Biography ; LITERARY CRITICISM / General","Biography ; History","English","",""
"823.009372","008023454","Monograph","Language material ; Text","Volume","","","9788880631743","Battaglia, Beatrice","","person","","Battaglia, Beatrice [person]","Nostalgia e mito nella distopia inglese : saggi su Oliphant, Wells, Forster, Orwell, Burdekin","","Forme dell'utopia","8. Sezione Studi [Forme dell'utopia]","Italy","Ravenna","Longo","1998","","192 pages, 23 cm","YA.2002.a.36886","Burdekin, Katharine, 1896-1963--Criticism and interpretation ; Dystopias in literature ; Myth in literature ; English fiction--History and criticism ; Nostalgia in literature ; Wells, H. G. (Herbert George), 1866-1946--Criticism and interpretation ; Forster, E. M. (Edward Morgan), 1879-1970--Criticism and interpretation ; Oliphant, Mrs (Margaret), 1828-1897--Criticism and interpretation ; Orwell, George, 1903-1950--Criticism and interpretation","","Italian","",""
"823.809372","012020447","Monograph","Language material ; Text","Volume","","","9780900392344","Garrett, J. C.","","person","","Garrett, J. C. [person]","Hope or disillusion : three versions of utopia : Nathaniel Hawthorne, Samuel Butler, George Orwell","","University of Canterbury publications","number 34 [University of Canterbury publications]","New Zealand","Christchurch, New Zealand","Committee ; University of Canterbury Publications","1984","","69 pages, 21 cm","YA.1987.a.16541","Dystopias in literature ; Butler, Samuel, 1835-1902 ; English fiction--History and criticism ; Utopias in literature ; Fiction in English--American writers--Hawthorne, Nathaniel ; Fiction in English--Butler, Samuel ; Orwell, George, 1903-1950 ; Hawthorne, Nathaniel, 1804-1864 ; Fiction in English--Orwell, George","","English","",""
"823.9","008264200","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Animal farm : a fairy story","","","","","","Secker & Warburg","1949","","","823.9 *2237*","","","English","",""
"823.9","008264202","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Burmese days","","","","","","Secker & Warburg","1949","","","823.9 *198*","","","English","",""
"823.9","008264203","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Coming up for air","","","","","","Secker & Warburg","1948","2nd edition","","823.9 *196*","","","English","",""
"823.9","014416625","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Animal farm : a fairy story","","","","England","London","Secker & Warburg","1965","Reset edition","","823.9 *1*","","","English","",""
"823.91","006986383","Monograph","Language material ; Text","Volume","GB5108659","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Animal farm : a fairy story","","","","United Kingdom","","Penguin","1951","","120 pages, 18 cm","","","","English","Previously published, Secker & Warburg, 1945",""
"823.91","007379311","Monograph","Language material ; Text","Volume","","","9780436350078","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Nineteen eighty-four : a novel","","","","England","London","Twentieth Century Classics","1974","","318 pages, 21 cm","X.950/28269","Fiction in English--1900-1945--Texts","","English","Originally published: 1949",""
"823.91","008113299","Monograph","Language material ; Text","Volume","GB7526183","","9780850466201","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Animal farm : a fairy story","","","","England","Bath","Lythway Press","1975","Large print edition","5, 154 pages, 23 cm","Nov.30442","Fiction in English ; Fiction in English--1900---Texts","","English","Originally published: London : Secker and Warburg, 1945",""
"823.91","008324884","Monograph","Language material ; Text","Volume","GB5402483","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Nineteen eighty-four : a novel","","","","United Kingdom","","Penguin ; Secker & Warburg","1954","","251 pages, 18 cm","","","","English","Originally published Secker & Warburg, 1949",""
"823.91","008327759","Monograph","Language material ; Text","Volume","GB5405898","","","Orwell, George","1903-1950","person","","Batchelor, Joy, 1914-1991 [person] ; Orwell, George, 1903-1950 [person] ; Halas, John [person]","Animal farm : a fairy story","","","","England","London","Secker & Warburg","1954","","108 pages, illustrations, 21 cm","12651.g.46 ; 12654.de.31 ; W5/9381","","","English","",""
"823.91","008331796","Monograph","Language material ; Text","Volume","GB6500390","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Animal farm : a fairy story","","Heritage of literature series, section B-no.45","","United Kingdom","","Longmans","1964","","122 pages, 19 cm","","","","English","This edition originally published (B60-13413) 1960",""
"823.91","008990076","Monograph","Language material ; Text","Volume","GB5409834","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Keep the aspidistra flying","","","","United Kingdom","","Secker & Warburg","1954","","303 pages, 19 cm","","","","English","Originally published Gollancz, 1936",""
"823.91","009031497","Monograph","Language material ; Text","Volume","GB7301513","","9780435121655","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Animal farm","","The new windmill series","165 [The new windmill series]","England","London","Heinemann","1972","","4, 89 pages, 20 cm","","Fiction in English, 1900---Texts","","English","Originally published, London: Secker and Warburg, 1945",""
"823.91","009032452","Monograph","Language material ; Text","Volume","GB7221868","","9780436350009","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Animal farm : a fairy story","","","","England","London","Secker & Warburg","1971","","104 pages, 21 cm","","Domestic animals--Fiction ; Totalitarianism--Fiction ; Fiction in English, 1900---Texts","Fable or legend ; Humour or satire","English","Originally published 1945",""
"823.91","009032453","Monograph","Language material ; Text","Volume","GB7203396","","9780436350023","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Coming up for air","","","","England","London","Secker & Warburg","1971","","237 pages, 21 cm","","Fiction in English, 1900---Texts","","English","Originally published, London: Gollancz, 1939",""
"823.91","009671411","Monograph","Language material ; Text","Volume","GB6712168","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Burmese days","","","","United Kingdom","","Penguin ; Secker & Warburg","1967","","272 pages, 19 cm","","","","English","Originally published, Harper, 1934",""
"823.91","009673513","Monograph","Language material ; Text","Volume","GB6714836","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Burmese days","","Modern novel series","","United Kingdom","","Heinemann","1967","","287 pages, 19 cm","","","","English","",""
"823.91","009735535","Monograph","Language material ; Text","Volume","GB8719745","","9780436350269","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Keep the aspidistra flying","","The Complete works of George Orwell","volume 4 [The Complete works of George Orwell]","England","London","Secker & Warburg","1987","","286 pages, 24 cm","","Fiction in English--1900-1945--Texts","","English","Originally published: London : Gollancz, 1936",""
"823.91","009735536","Monograph","Language material ; Text","Volume","GB8707820","","9780436350313","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Nineteen eighty-four","","The Complete works of George Orwell","volume 9 [The Complete works of George Orwell]","England","London","Secker & Warburg","1987","","256 pages, 24 cm","","Fiction in English--1900-1945--Texts","","English","",""
"823.91","009939731","Monograph","Language material ; Text","Volume","GB7317585","","9780140008388 ; 9780140807561","Orwell, George","1903-1950","person","","Pincas, Anita [person] ; Orwell, George, 1903-1950 [person]","Animal farm : a fairy story","","Penguin modern classics ; Success with English. stage 3","","England","Harmondsworth","Penguin","1973","","120 pages, 18 cm","H.73/522","Fiction in English, 1900---Texts","","English","'Animal farm' originally published, London: Secker and Warburg, 1945 ; With reader (3-37p: notes by Anita Pincas) in polythene bag",""
"823.91","010040689","Monograph","Language material ; Text","Volume","GB7835580","","9780091360801","Burgess, Anthony","1917-1993","person","","Burgess, Anthony, 1917-1993 [person]","1985","Nineteen eighty-five","","","England","London","Hutchinson","1978","","240 pages, 23 cm","Nov.37659","Fiction in English ; Fiction in English--1900---Texts ; Orwell, George, 1903-1950","Science fiction","English","",""
"823.91","010172766","Monograph","Language material ; Text","Volume","","","9788370012441","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Zborski, Bartłomiej [person] ; Sadkowski, Wacław [person]","Folwark zwierze̢cy","Animal Farm. Polish","","","Poland","Warszawa","Alfa","1988","","141 pages","YA.1993.a.8276","Fiction in English--1900-1945--Translations","","Polish","",""
"823.91","010317602","Monograph","Language material ; Text","Volume","GB6824284","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Burmese days : a novel","","","","United Kingdom","","Secker & Warburg","1968","","287 pages, 21 cm","","","","English","Originally published, Harper,1934",""
"823.91","010698416","Monograph","Language material ; Text","Volume","GB8322543","","9780582330870","Orwell, George","1903-1950","person","","Wilson, Robert [person] ; Orwell, George, 1903-1950 [person]","Animal farm","","Longman study texts","","England","Harlow","Longman","1983","","xxviii, 103 pages, 18 cm","X.958/15485","Fiction in English--1900-1945--Texts","","English","",""
"823.91","010937819","Monograph","Language material ; Text","Volume","GB6007360","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Clergyman's daughter","","","","United Kingdom","","Secker & Warburg","1960","","320 pages, 19 cm","","","","English","Originally published, Gollancz, 1935",""
"823.91","011304401","Monograph","Language material ; Text","Volume","GB7522276","","9780140004564","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Burmese days","","","","England","Harmondsworth","Penguin","1975","","272 pages, 18 cm","H.75/590 ; H.85/316 ; H.86/64","Fiction in English ; Fiction in English--1900---Texts","","English","Originally published: New York : Harper, 1934; London : Gollancz, 1935",""
"823.91","011304553","Monograph","Language material ; Text","Volume","GB7522277","","9780140018776","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","A clergyman's daughter","","","","England","Harmondsworth","Penguin","1975","","263 pages, 18 cm","H.75/589","Fiction in English ; Fiction in English--1900---Texts","","English","Originally published: London : Gollancz, 1935",""
"823.91","011560425","Monograph","Language material ; Text","Volume","GB6013413","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Animal farm : a fairy story","","Heritage of literature series, - section B","numbers 45 [Heritage of literature series, - section B]","United Kingdom","","Longmans Green","1960","","112 pages, 18 cm","","","","English","Orginally published, Secker & Warburg, 1945",""
"823.91","011580527","Monograph","Language material ; Text","Volume","GB6901102","","9780436081200","Calder, Jenni","","person","","Calder, Jenni [person]","Chronicles of conscience : a study of George Orwell and Arthur Koestler","","","","England","London","Secker & Warburg","1968","","303 pages, 23 cm","L68/4555","Orwell, George, 1903-1950 ; Koestler, Arthur, 1905-1983","","English","",""
"823.91","011593479","Monograph","Language material ; Text","Volume","GB6913062","","9780713154566","Alldritt, Keith","","person","","Alldritt, Keith [person]","The making of George Orwell : an essay in literary history","","","","England","London","Edward Arnold","1969","","7, 181 pages, 23 cm","L70/1152","Dystopias in literature ; Orwell, George, 1903-1950--Criticism and interpretation ; Satire, English--History and criticism","","English","",""
"823.91","012223957","Monograph","Language material ; Text","Volume","GB6204038","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Coming up for air","","","","United Kingdom","","Penguin ; Secker & Warburg","1962","","232 pages, 18 cm","","","","English","Originally published, Gollancz, 1939",""
"823.91","012223958","Monograph","Language material ; Text","Volume","GB6204039","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Keep the aspidistra flying","","","","United Kingdom","","Penguin ; Secker & Warburg","1962","","264 pages, 18 cm","","","","English","Originally published, Gollancz, 1936",""
"823.91","012252790","Monograph","Language material ; Text","Volume","GB7409937","","9780903705059","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Jeleńska, Teresa, 1890-1960 [person]","Folwark zwierzecy","Animal farm","","","England","Hamilton Road, W4 1AL ; London ; Londyn","Odnova ; Odnowa","1974","","3-95 pages, 18 cm","","Fiction in English ; Fiction in English, 1900---Texts","","Polish","Translation of: 'Animal farm'. London : Secker and Warburg, 1945",""
"823.91","012299162","Monograph","Language material ; Text","Volume","GB8512175","","9780140004564","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Burmese days","","","","England","Harmondsworth","Penguin ; Secker & Warburg","1984","","272 pages, 18 cm","","Fiction in English--1900-1945--Texts","","English","",""
"823.91","012300069","Monograph","Language material ; Text","Volume","GB8600238","","9780140004564","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Burmese days","","","","England","Harmondsworth","Penguin ; Secker & Warburg","1984","","272 pages, 19 cm","","Fiction in English--1900-1945--Texts","","English","",""
"823.91","012550031","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Farma zvířat","Animal farm. Czech","","","Czechoslovakia","Praha","","1971","","72 leaves","Cup.410.g.18","Fiction in English--1900-1945--Texts ; Underground literature--Czechoslovakia--20th century","","Czech","Samizdat publication ; Typescript (carbon copy)",""
"823.91","012629595","Monograph","Language material ; Text","Volume","GB7636393","","9780706405675","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Animal farm : Burmese days ; A clergyman's daughter ; Coming up for air ; Keep the aspidistra flying ; Nineteen eighty four","","","","England","London","Octopus ; Secker & Warburg","1976","","925 pages, 25 cm","Nov.33184","Fiction in English ; Fiction in English--1900---Texts","","English","",""
"823.91","012635890","Monograph","Language material ; Text","Volume","GB8136959","","9780708980279","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Nineteen eighty-four","","Charnwood library series","","England","Leicester","Charnwood","1982","","430 pages, 23 cm","Nov.46046","Fiction in English--1900-1945--Texts","","English","Originally published: London : Secker & Warburg, 1949 ; Published in large print",""
"823.91","018875826","Monograph","Language material ; Text","Volume","GBB893832","","9781608467839","Smith, David N.","","person","author","Mosher, Michael R., illustrator [person] ; Smith, David N., author [person]","George Orwell illustrated","","","","United States of America","Chicago","Haymarket","2018","","1 volume, 22 cm","","Orwell, George, 1903-1950--Criticism and interpretation","","English","",""
"823.9109372","009306668","Monograph","Language material ; Text","Volume","","","","Bertinetti, Roberto","1955-","person","","Bertinetti, Roberto, 1955- [person] ; Deidda, Angelo, 1953- [person] ; Domenichelli, Mario [person]","L'infondazione di Babele : l'antiutopia","","Lavoro filosofico","17 [Lavoro filosofico]","Italy","Milano","F. Angeli","1983","","164 pages, 22 cm","YA.1989.a.16005","Huxley, Aldous, 1894-1963 ; Dystopias in literature ; Utopias in literature ; English fiction--20th century--History and criticism ; Future in literature ; Orwell, George, 1903-1950","","Italian","",""
"823.912","006455366","Monograph","Language material ; Text","Volume","","","9780436231292","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Davison, Peter, 1926- [person]","A clergyman's daughter","","The complete works of George Orwell","volume 3 [The complete works of George Orwell]","England","London","Secker & Warburg","1997","","306 pages, 24 cm","98/28223","","","English","'In addition to restoring passages that can be reconstructed, this new edition locates all the sections modified for fear of legal action in the 1930's' -- Dustwrapper ; First published in England in 1935 by Victor Gollancz Limited. Uniform edition first published in England in 1960 by Martin Secker & Warburg Limited. reprinted 1965, 1973, 1979. Complete edition, volume 1-9 published in England in 1986-87. reprinted 1997. Complete edition, volume 10-20 published in England in 1998 by Martin Secker & Warburg Limited. ' -- t. p. verso",""
"823.912","006455367","Monograph","Language material ; Text","Volume","","","9780436231377","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Davison, Peter, 1926- [person]","Keep the aspidistra flying","","The complete works of George Orwell","volume 4 [The complete works of George Orwell]","England","London","Secker & Warburg","1997","","286 pages, 24 cm","98/28224","","","English","'First published in England in 1936 by Victor Gollancz Limited. Uniform edition first published in England in 1954 by Martin Secker & Warburg Limited. reprinted 1959, 1962, 1966, 1969, 1973, 1978. Complete edition, volume 1-9 published in England in 1986-87. reprinted 1997. Complete edition, volume 10-20 published in England in 1998 by Martin Secker & Warburg Limited.' -- t. p. verso ; 'This new edition restores most of the material censored on first publication ...'-- Dustwrapper",""
"823.912","006455370","Monograph","Language material ; Text","Volume","","","9780436231278","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Davison, Peter, 1926- [person]","Coming up for air","","The complete works of George Orwell","volume 7 [The complete works of George Orwell]","England","London","Secker & Warburg","1997","","254 pages, 24 cm","98/28227","","","English","'First published in England in 1939 by Victor Gollancz Limited. reprinted 1939. Uniform edition first published in England in 1948 by Martin Secker & Warburg Limited. reprinted 1954, 1959, 1963, 1967, 1971, 1973, 1978. Complete edition, volume 1-9 published in England 1986-87. reprinted 1997. Complete edition, volume 10-20 published in England in 1998 by Martin Secker & Warburg Limited.' -- t.p. verso",""
"823.912","006455371","Monograph","Language material ; Text","Volume","","","9780436231353","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Davison, Peter, 1926- [person]","Animal farm : a fairy story","","The complete works of George Orwell","volume 8 [The complete works of George Orwell]","England","London","Secker & Warburg","1997","","203 pages, 24 cm","98/28228","","","English","'First published in England in 1945 by Martin Secker & Warburg Limited. reprinted 1945, 1946, 1949, 1950 (twice), 1951 (twice) 1952, 1953, 1955, 1959, 1961. Uniform edition first published in England in 1965. reprinted 1971, 1977. Complete edition, volume 1-9 published in England 1986-87. reprinted 1997. Animal Farm reprinted 1992. Complete edition, volume 10-20 published in England in 1998 by Martin Secker & Warburg Limited.' -- t. p. verso ; 'This new edition incorporates all Orwell's changes ...' -- Dustwrapper ; Includes Orwell's radio adaptation of Animal farm",""
"823.912","006455372","Monograph","Language material ; Text","Volume","","","9780436231315","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Davison, Peter, 1926- [person]","Nineteen eighty-four","1984","The complete works of George Orwell","volume 9 [The complete works of George Orwell]","England","London","Secker & Warburg","1997","","340 pages, 24 cm","98/28229","","","English","'First published in England in 1949 by Martin Secker & Warburg Limited. reprinted 1950 (twice) . Uniform edition first published in England in 1950. reprinted 1951, 1954, 1955 (twice), 1959, 1962, 1970, 1974. Reset 1984. Complete edition, volume 1-9 published in England in 1986-87. reprinted 1997. Complete edition, volume 10-20 published in England in 1998 by Martin Secker & Warburg Limited.' -- t.p. verso",""
"823.912","006455373","Monograph","Language material ; Text","Volume","","","9780436203770","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Angus, Ian [person] ; Davison, Peter, 1926- [person] ; Davison, Sheila [person]","A kind of compulsion, 1903-1936","","The complete works of George Orwell","volume 10 [The complete works of George Orwell]","England","London","Secker & Warburg","1998","","lvii, 600 pages, illustrations, facsimiles, 24 cm","98/28230","Orwell, George, 1903-1950","","English","",""
"823.912","006455374","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Angus, Ian [person] ; Davison, Peter, 1926- [person] ; Davison, Sheila [person]","Facing unpleasant facts, 1937-1939","","The complete works of George Orwell","volume 11 [The complete works of George Orwell]","England","London","Secker & Warburg","1998","","xxx, 483 pages, 24 cm","98/28231","Orwell, George, 1903-1950","","English","",""
